im_path,class,target
datasets/Alzheimer_dataset/train/MildDemented/mildDem153.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem154.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem155.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem156.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem157.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem158.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem159.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem16.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem160.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem161.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem162.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem163.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem164.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem165.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem166.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem167.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem168.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem169.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem17.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem170.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem171.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem172.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem173.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem174.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem175.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem176.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem177.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem178.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem179.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem18.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem180.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem181.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem182.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem183.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem184.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem185.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem186.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem187.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem188.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem189.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem19.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem190.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem191.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem192.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem193.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem194.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem195.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem196.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem197.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem198.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem199.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem2.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem20.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem200.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem201.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem202.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem203.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem204.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem205.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem206.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem207.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem208.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem209.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem21.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem210.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem211.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem212.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem213.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem214.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem215.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem216.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem217.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem218.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem219.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem22.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem220.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem221.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem222.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem223.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem224.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem225.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem226.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem227.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem228.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem229.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem23.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem230.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem231.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem232.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem233.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem234.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem235.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem236.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem237.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem238.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem239.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem24.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem240.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem241.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem242.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem243.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem244.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem245.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem246.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem247.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem248.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem249.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem25.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem250.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem251.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem252.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem253.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem254.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem255.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem256.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem257.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem258.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem259.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem26.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem260.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem261.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem262.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem263.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem264.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem265.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem266.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem267.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem268.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem269.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem27.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem270.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem271.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem272.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem273.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem274.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem275.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem276.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem277.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem278.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem279.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem28.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem280.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem281.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem282.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem283.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem284.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem285.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem286.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem287.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem288.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem289.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem29.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem290.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem291.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem292.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem293.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem294.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem295.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem296.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem297.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem298.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem299.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem3.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem30.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem300.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem301.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem302.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem303.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem304.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem305.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem306.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem307.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem308.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem309.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem31.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem310.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem311.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem312.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem313.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem314.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem315.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem316.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem317.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem318.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem319.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem32.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem320.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem321.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem322.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem323.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem324.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem325.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem326.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem327.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem328.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem329.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem33.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem330.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem331.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem332.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem333.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem334.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem335.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem336.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem337.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem338.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem339.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem34.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem340.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem341.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem342.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem343.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem344.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem345.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem346.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem347.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem348.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem349.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem35.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem350.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem351.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem352.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem353.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem354.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem355.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem356.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem357.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem358.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem359.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem36.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem360.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem361.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem362.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem363.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem364.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem365.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem366.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem367.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem368.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem369.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem37.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem370.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem371.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem372.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem373.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem374.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem375.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem376.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem377.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem378.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem379.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem38.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem380.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem381.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem382.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem383.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem384.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem385.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem386.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem387.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem388.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem389.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem39.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem390.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem391.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem392.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem393.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem394.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem395.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem396.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem397.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem398.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem399.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem4.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem40.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem400.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem401.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem402.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem403.jpg,MildDemented,1
datasets/Alzheimer_dataset/train/MildDemented/mildDem404.jpg,MildDemented,1
